Airline,Date,Flight_Duration,Stops,Time_total,class_type,Flight_price
United Airlines,2023-12-13,7h 42mSFO-BOS,1 stop,11:10 am – 9:52 pm,Basic Economy,$122
United Airlines,2023-12-13,7h 49mSFO-BOS,1 stop,1:10 pm – 11:59 pm,Basic Economy,$122
JetBlue,2023-12-13,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$112
American Airlines,2023-12-13,5h 40mSFO-BOS,nonstop,7:40 am – 4:20 pm,Main Cabin,$157
United Airlines,2023-12-13,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$112
JetBlue,2023-12-14,5h 31mSFO-BOS,nonstop,1:45 pm – 10:16 pm,Blue Basic,$112
JetBlue,2023-12-14,5h 34mSFO-BOS,nonstop,12:22 pm – 8:56 pm,Blue Basic,$112
United Airlines,2023-12-14,5h 36mSFO-BOS,nonstop,2:20 pm – 10:56 pm,Basic Economy,$112
JetBlue,2023-12-14,5h 38mSFO-BOS,nonstop,11:20 am – 7:58 pm,Blue Basic,$139
United Airlines,2023-12-14,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$144
Alaska Airlines,2023-12-14,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$112
Delta,2023-12-14,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$112
American Airlines,2023-12-14,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$157
United Airlines,2023-12-14,7h 49mSFO-BOS,1 stop,6:30 am – 5:19 pm,Basic Economy,$117
United Airlines,2023-12-14,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$169
United Airlines,2023-12-14,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$169
American Airlines,2023-12-14,7h 46mSFO-BOS,1 stop,1:00 pm – 11:46 pm,Basic Economy,$132
American Airlines,2023-12-14,7h 57mSFO-BOS,1 stop,6:50 pm – 5:47 am+1,Basic Economy,$132
JetBlue,2023-12-14,5h 32mSFO-BOS,nonstop,11:55 pm – 8:27 am+1,Blue Basic,$139
American Airlines,2023-12-14,7h 54mSFO-BOS,1 stop,6:00 am – 4:54 pm,Basic Economy,$159
American Airlines,2023-12-15,7h 56mSFO-BOS,1 stop,11:25 am – 10:21 pm,Basic Economy,$122
United Airlines,2023-12-15,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$209
Alaska Airlines,2023-12-15,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$204
United Airlines,2023-12-15,5h 36mSFO-BOS,nonstop,2:20 pm – 10:56 pm,Basic Economy,$209
JetBlue,2023-12-15,5h 33mSFO-BOS,nonstop,3:21 pm – 11:54 pm,Blue Basic,$214
American Airlines,2023-12-15,9h 21mSFO-BOS,1 stop,11:25 am – 11:46 pm,Basic Economy,$122
American Airlines,2023-12-15,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$249
United Airlines,2023-12-15,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$252
JetBlue,2023-12-15,5h 38mSFO-BOS,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$194
JetBlue,2023-12-15,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$269
American Airlines,2023-12-15,7h 57mSFO-BOS,1 stop,6:50 pm – 5:47 am+1,Basic Economy,$209
JetBlue,2023-12-15,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$269
Delta,2023-12-15,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$239
United Airlines,2023-12-15,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$209
United Airlines,2023-12-15,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$283
JetBlue,2023-12-16,5h 33mSFO-BOS,nonstop,2:30 pm – 11:03 pm,Blue Basic,$194
"Frontier, Spirit Airlines",2023-12-16,29h 27mSFO-BOS,1 stop,10:23 pm – 6:50 am+2,Economy,$121
United Airlines,2023-12-16,5h 36mSFO-BOS,nonstop,2:20 pm – 10:56 pm,Basic Economy,$209
United Airlines,2023-12-16,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$252
Delta,2023-12-16,5h 46mSFO-BOS,nonstop,1:25 pm – 10:11 pm,Basic Economy,$239
United Airlines,2023-12-16,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$283
American Airlines,2023-12-16,5h 45mSFO-BOS,nonstop,10:10 am – 6:55 pm,Main Cabin,$289
JetBlue,2023-12-16,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$304
United Airlines,2023-12-16,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$252
Alaska Airlines,2023-12-16,5h 45mSFO-BOS,nonstop,10:10 am – 6:55 pm,Main,$289
Sun Country Air,2023-12-16,13h 40mSFO-BOS,1 stop,6:00 pm – 10:40 am+1,Economy,$150
United Airlines,2023-12-16,7h 54mSFO-BOS,1 stop,6:30 am – 5:24 pm,Basic Economy,$277
United Airlines,2023-12-16,9h 10mSFO-BOS,1 stop,11:59 pm – 12:09 pm+1,Basic Economy,$199
United Airlines,2023-12-16,8h 37mSFO-BOS,1 stop,7:45 pm – 7:22 am+1,Basic Economy,$282
United Airlines,2023-12-16,8h 37mSFO-BOS,1 stop,12:32 am – 12:09 pm,Basic Economy,$242
JetBlue,2023-12-16,7h 23mSFO-BOS,1 stop,11:59 pm – 10:22 am+1,Blue Basic,$249
Delta,2023-12-17,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$139
Delta,2023-12-17,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$139
United Airlines,2023-12-17,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$144
United Airlines,2023-12-17,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$161
Alaska Airlines,2023-12-17,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$174
JetBlue,2023-12-17,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$194
American Airlines,2023-12-17,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$219
Delta,2023-12-17,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$239
United Airlines,2023-12-17,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$209
United Airlines,2023-12-17,5h 36mSFO-BOS,nonstop,2:20 pm – 10:56 pm,Basic Economy,$209
JetBlue,2023-12-17,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$194
JetBlue,2023-12-17,5h 33mSFO-BOS,nonstop,3:21 pm – 11:54 pm,Blue Basic,$214
JetBlue,2023-12-17,5h 38mSFO-BOS,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$239
United Airlines,2023-12-17,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$233
JetBlue,2023-12-17,5h 34mSFO-BOS,nonstop,11:15 am – 7:49 pm,Blue Basic,$239
Sun Country Air,2023-12-17,7h 41mSFO-BOS,1 stop,11:59 pm – 10:40 am+1,Economy,$150
Alaska Airlines,2023-12-18,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$159
United Airlines,2023-12-18,5h 36mSFO-BOS,nonstop,8:25 pm – 5:01 am+1,Basic Economy,$112
United Airlines,2023-12-18,5h 36mSFO-BOS,nonstop,2:20 pm – 10:56 pm,Basic Economy,$112
Delta,2023-12-18,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$139
JetBlue,2023-12-18,5h 34mSFO-BOS,nonstop,11:15 am – 7:49 pm,Blue Basic,$174
JetBlue,2023-12-18,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$174
American Airlines,2023-12-18,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$184
Alaska Airlines,2023-12-18,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$159
JetBlue,2023-12-18,5h 33mSFO-BOS,nonstop,3:21 pm – 11:54 pm,Blue Basic,$194
JetBlue,2023-12-18,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$194
Delta,2023-12-18,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$174
United Airlines,2023-12-18,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$209
United Airlines,2023-12-18,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$209
United Airlines,2023-12-18,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$169
American Airlines,2023-12-18,7h 54mSFO-BOS,1 stop,1:01 pm – 11:55 pm,Basic Economy,$184
United Airlines,2023-12-18,8h 59mSFO-BOS,1 stop,5:20 am – 5:19 pm,Basic Economy,$122
Delta,2023-12-19,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$174
Delta,2023-12-19,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$174
"Frontier, Spirit Airlines",2023-12-19,29h 27mSFO-BOS,1 stop,10:23 pm – 6:50 am+2,Economy,$100
United Airlines,2023-12-19,5h 36mSFO-BOS,nonstop,2:20 pm – 10:56 pm,Basic Economy,$169
Delta,2023-12-19,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$239
JetBlue,2023-12-19,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$214
Alaska Airlines,2023-12-19,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$244
JetBlue,2023-12-19,5h 38mSFO-BOS,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$269
American Airlines,2023-12-19,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$289
JetBlue,2023-12-19,5h 33mSFO-BOS,nonstop,3:21 pm – 11:54 pm,Blue Basic,$269
United Airlines,2023-12-19,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Basic Economy,$283
United Airlines,2023-12-19,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$283
JetBlue,2023-12-19,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$304
United Airlines,2023-12-19,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Basic Economy,$325
American Airlines,2023-12-19,9h 47mSFO-BOS,1 stop,6:00 am – 6:47 pm,Basic Economy,$159
American Airlines,2023-12-19,8h 21mSFO-BOS,1 stop,11:25 am – 10:46 pm,Basic Economy,$184
American Airlines,2023-12-19,9h 22mSFO-BOS,1 stop,11:25 am – 11:47 pm,Basic Economy,$184
Alaska Airlines,2023-12-20,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$354
Delta,2023-12-20,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$269
"Frontier, Spirit Airlines",2023-12-20,18h 50mSFO-BOS,2 stops,9:00 am – 6:50 am+1,Economy,$129
JetBlue,2023-12-20,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$269
JetBlue,2023-12-20,5h 33mSFO-BOS,nonstop,3:21 pm – 11:54 pm,Blue Basic,$269
United Airlines,2023-12-20,5h 36mSFO-BOS,nonstop,2:20 pm – 10:56 pm,Basic Economy,$273
Delta,2023-12-20,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$319
United Airlines,2023-12-20,5h 36mSFO-BOS,nonstop,11:10 am – 7:46 pm,Basic Economy,$325
Alaska Airlines,2023-12-20,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$354
American Airlines,2023-12-20,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$399
JetBlue,2023-12-20,5h 38mSFO-BOS,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$394
JetBlue,2023-12-20,5h 34mSFO-BOS,nonstop,11:15 am – 7:49 pm,Blue Basic,$394
United Airlines,2023-12-20,5h 36mSFO-BOS,nonstop,8:30 am – 5:06 pm,Economy,$411
JetBlue,2023-12-20,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$394
United Airlines,2023-12-20,5h 35mSFO-BOS,nonstop,11:25 pm – 8:00 am+1,Economy,$411
"Frontier, Spirit Airlines",2023-12-20,14h 02mSFO-BOS,1 stop,1:48 pm – 6:50 am+1,Economy,$164
Delta,2023-12-20,7h 55mSFO-BOS,1 stop,12:20 am – 11:15 am,Basic Economy,$289
JetBlue,2023-12-21,5h 33mSFO-BOS,nonstop,3:21 pm – 11:54 pm,Blue Basic,$344
"Frontier, Spirit Airlines",2023-12-21,18h 50mSFO-BOS,2 stops,9:00 am – 6:50 am+1,Economy,$299
Delta,2023-12-21,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Main Cabin,$369
JetBlue,2023-12-21,5h 34mSFO-BOS,nonstop,11:15 am – 7:49 pm,Blue Basic,$394
United Airlines,2023-12-21,5h 35mSFO-BOS,nonstop,1:18 pm – 9:53 pm,Economy,$417
United Airlines,2023-12-21,5h 37mSFO-BOS,nonstop,8:30 am – 5:07 pm,Economy,$417
Delta,2023-12-21,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Main Cabin,$429
United Airlines,2023-12-21,5h 42mSFO-BOS,nonstop,11:05 am – 7:47 pm,Economy,$469
JetBlue,2023-12-21,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$498
JetBlue,2023-12-21,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$498
Alaska Airlines,2023-12-21,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main,$534
American Airlines,2023-12-21,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$534
American Airlines,2023-12-21,7h 33mSFO-BOS,1 stop,6:50 pm – 5:23 am+1,Main Cabin,$479
American Airlines,2023-12-21,7h 34mSFO-BOS,1 stop,6:25 am – 4:59 pm,Main Cabin,$479
American Airlines,2023-12-21,7h 53mSFO-BOS,1 stop,1:00 pm – 11:53 pm,Main Cabin,$479
American Airlines,2023-12-21,7h 59mSFO-BOS,1 stop,1:35 pm – 12:34 am+1,Main Cabin,$477
Delta,2023-12-22,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Main Cabin,$489
United Airlines,2023-12-22,5h 37mSFO-BOS,nonstop,8:30 am – 5:07 pm,Economy,$469
"Frontier, Spirit Airlines",2023-12-22,42h 50mSFO-BOS,2 stops,9:00 am – 6:50 am+2,Economy,$246
United Airlines,2023-12-22,5h 35mSFO-BOS,nonstop,1:18 pm – 9:53 pm,Economy,$469
Delta,2023-12-22,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Main Cabin,$489
Delta,2023-12-22,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Main Cabin,$489
JetBlue,2023-12-22,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$520
JetBlue,2023-12-22,5h 34mSFO-BOS,nonstop,11:15 am – 7:49 pm,Blue Basic,$520
JetBlue,2023-12-22,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$520
United Airlines,2023-12-22,5h 42mSFO-BOS,nonstop,11:05 am – 7:47 pm,Economy,$570
JetBlue,2023-12-22,5h 38mSFO-BOS,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$606
United Airlines,2023-12-22,5h 36mSFO-BOS,nonstop,11:25 pm – 8:01 am+1,Economy,$613
JetBlue,2023-12-22,5h 33mSFO-BOS,nonstop,3:21 pm – 11:54 pm,Blue Basic,$606
Alaska Airlines,2023-12-22,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main,$649
JetBlue,2023-12-22,7h 56mSFO-BOS,1 stop,5:25 am – 4:21 pm,Blue Basic,$404
American Airlines,2023-12-22,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Basic Economy,$649
Sun Country Air,2023-12-22,7h 41mSFO-BOS,1 stop,11:59 pm – 10:40 am+1,Economy,$439
Alaska Airlines,2023-12-23,25h 23mSFO-BOS,1 stop,7:35 pm – 11:58 pm+1,Saver,$308
United Airlines,2023-12-23,5h 36mSFO-BOS,nonstop,11:25 pm – 8:01 am+1,Basic Economy,$340
"Frontier, Spirit Airlines",2023-12-23,33h 16mSFO-BOS,3 stops,7:07 pm – 7:23 am+2,Economy,$264
Delta,2023-12-23,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Main Cabin,$429
JetBlue,2023-12-23,5h 33mSFO-BOS,nonstop,2:30 pm – 11:03 pm,Blue Basic,$394
United Airlines,2023-12-23,5h 35mSFO-BOS,nonstop,1:18 pm – 9:53 pm,Economy,$439
Delta,2023-12-23,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Main Cabin,$489
Alaska Airlines,2023-12-23,5h 45mSFO-BOS,nonstop,10:10 am – 6:55 pm,Main,$534
American Airlines,2023-12-23,5h 45mSFO-BOS,nonstop,10:10 am – 6:55 pm,Main Cabin,$534
United Airlines,2023-12-23,5h 42mSFO-BOS,nonstop,11:05 am – 7:47 pm,Economy,$566
United Airlines,2023-12-23,5h 37mSFO-BOS,nonstop,8:30 am – 5:07 pm,Economy,$570
JetBlue,2023-12-23,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$581
Sun Country Air,2023-12-23,11h 07mSFO-BOS,1 stop,7:00 pm – 9:07 am+1,Economy,$326
Sun Country Air,2023-12-23,7h 41mSFO-BOS,1 stop,11:59 pm – 10:40 am+1,Economy,$380
American Airlines,2023-12-23,7h 33mSFO-BOS,1 stop,6:50 pm – 5:23 am+1,Main Cabin,$399
Sun Country Air,2023-12-23,12h 40mSFO-BOS,1 stop,7:00 pm – 10:40 am+1,Economy,$341
United Airlines,2023-12-23,8h 32mSFO-BOS,1 stop,9:30 pm – 9:02 am+1,Economy,$420
Alaska Airlines,2023-12-24,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$204
United Airlines,2023-12-24,5h 35mSFO-BOS,nonstop,1:18 pm – 9:53 pm,Basic Economy,$169
Sun Country Air,2023-12-24,7h 41mSFO-BOS,1 stop,11:59 pm – 10:40 am+1,Economy,$150
United Airlines,2023-12-24,5h 42mSFO-BOS,nonstop,11:05 am – 7:47 pm,Basic Economy,$190
JetBlue,2023-12-24,5h 38mSFO-BOS,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$194
Alaska Airlines,2023-12-24,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$204
Delta,2023-12-24,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$239
United Airlines,2023-12-24,5h 37mSFO-BOS,nonstop,8:30 am – 5:07 pm,Basic Economy,$233
JetBlue,2023-12-24,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$239
American Airlines,2023-12-24,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$249
JetBlue,2023-12-24,5h 34mSFO-BOS,nonstop,11:15 am – 7:49 pm,Blue Basic,$239
JetBlue,2023-12-24,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$239
United Airlines,2023-12-24,8h 32mSFO-BOS,1 stop,9:30 pm – 9:02 am+1,Basic Economy,$153
United Airlines,2023-12-24,9h 29mSFO-BOS,1 stop,11:45 pm – 12:14 pm+1,Basic Economy,$153
United Airlines,2023-12-24,7h 38mSFO-BOS,1 stop,11:38 pm – 10:16 am+1,Basic Economy,$206
JetBlue,2023-12-24,7h 28mSFO-BOS,1 stop,11:59 pm – 10:27 am+1,Blue Basic,$224
United Airlines,2023-12-25,5h 35mSFO-BOS,nonstop,1:18 pm – 9:53 pm,Basic Economy,$112
JetBlue,2023-12-25,5h 33mSFO-BOS,nonstop,3:20 pm – 11:53 pm,Blue Basic,$139
JetBlue,2023-12-25,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$139
JetBlue,2023-12-25,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$139
United Airlines,2023-12-25,5h 37mSFO-BOS,nonstop,8:30 am – 5:07 pm,Basic Economy,$144
United Airlines,2023-12-25,5h 42mSFO-BOS,nonstop,11:05 am – 7:47 pm,Basic Economy,$169
Delta,2023-12-25,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$139
United Airlines,2023-12-25,7h 42mSFO-BOS,1 stop,7:08 pm – 5:50 am+1,Basic Economy,$122
Alaska Airlines,2023-12-25,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$159
American Airlines,2023-12-25,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$207
United Airlines,2023-12-25,7h 48mSFO-BOS,1 stop,1:10 pm – 11:58 pm,Basic Economy,$153
American Airlines,2023-12-25,8h 01mSFO-BOS,1 stop,9:05 am – 8:06 pm,Basic Economy,$159
United Airlines,2023-12-25,9h 38mSFO-BOS,1 stop,11:20 am – 11:58 pm,Basic Economy,$122
United Airlines,2023-12-25,7h 57mSFO-BOS,1 stop,11:03 am – 10:00 pm,Basic Economy,$179
United Airlines,2023-12-25,7h 26mSFO-BOS,1 stop,8:50 am – 7:16 pm,Basic Economy,$210
Alaska Airlines,2023-12-26,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$244
Delta,2023-12-26,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$174
JetBlue,2023-12-26,5h 33mSFO-BOS,nonstop,3:20 pm – 11:53 pm,Blue Basic,$194
United Airlines,2023-12-26,5h 36mSFO-BOS,nonstop,11:25 pm – 8:01 am+1,Basic Economy,$209
JetBlue,2023-12-26,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$214
JetBlue,2023-12-26,5h 34mSFO-BOS,nonstop,11:15 am – 7:49 pm,Blue Basic,$214
Delta,2023-12-26,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$239
Alaska Airlines,2023-12-26,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$244
United Airlines,2023-12-26,5h 42mSFO-BOS,nonstop,11:05 am – 7:47 pm,Basic Economy,$252
United Airlines,2023-12-26,5h 35mSFO-BOS,nonstop,1:18 pm – 9:53 pm,Basic Economy,$252
American Airlines,2023-12-26,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$289
United Airlines,2023-12-26,5h 37mSFO-BOS,nonstop,8:30 am – 5:07 pm,Basic Economy,$283
JetBlue,2023-12-26,5h 38mSFO-BOS,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$304
JetBlue,2023-12-26,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$304
United Airlines,2023-12-26,8h 40mSFO-BOS,1 stop,12:59 am – 12:39 pm,Basic Economy,$216
United Airlines,2023-12-26,7h 42mSFO-BOS,1 stop,7:08 pm – 5:50 am+1,Basic Economy,$299
Alaska Airlines,2023-12-27,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$294
United Airlines,2023-12-27,5h 36mSFO-BOS,nonstop,11:25 pm – 8:01 am+1,Basic Economy,$209
"Frontier, Spirit Airlines",2023-12-27,34h 02mSFO-BOS,2 stops,10:23 pm – 11:25 am+2,Economy,$177
Delta,2023-12-27,5h 46mSFO-BOS,nonstop,1:20 pm – 10:06 pm,Basic Economy,$269
Delta,2023-12-27,5h 45mSFO-BOS,nonstop,7:10 am – 3:55 pm,Basic Economy,$269
United Airlines,2023-12-27,5h 35mSFO-BOS,nonstop,1:18 pm – 9:53 pm,Basic Economy,$252
United Airlines,2023-12-27,5h 42mSFO-BOS,nonstop,11:05 am – 7:47 pm,Basic Economy,$283
JetBlue,2023-12-27,5h 33mSFO-BOS,nonstop,3:20 pm – 11:53 pm,Blue Basic,$269
United Airlines,2023-12-27,5h 37mSFO-BOS,nonstop,8:30 am – 5:07 pm,Basic Economy,$283
Alaska Airlines,2023-12-27,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Saver,$294
JetBlue,2023-12-27,5h 39mSFO-BOS,nonstop,12:35 pm – 9:14 pm,Blue Basic,$304
JetBlue,2023-12-27,5h 38mSFO-BOS,nonstop,10:25 pm – 7:03 am+1,Blue Basic,$304
American Airlines,2023-12-27,5h 41mSFO-BOS,nonstop,7:40 am – 4:21 pm,Main Cabin,$339
JetBlue,2023-12-27,5h 34mSFO-BOS,nonstop,11:15 am – 7:49 pm,Blue Basic,$344
JetBlue,2023-12-27,5h 30mSFO-BOS,nonstop,8:25 am – 4:55 pm,Blue Basic,$344
United Airlines,2023-12-27,7h 42mSFO-BOS,1 stop,7:08 pm – 5:50 am+1,Basic Economy,$299
Sun Country Air,2023-12-27,7h 41mSFO-BOS,1 stop,11:59 pm – 10:40 am+1,Economy,$316
Spirit Airlines,2023-12-01,13h 25mDFW-LGA,1 stop,6:35 pm – 9:00 am+1,Economy,$79
Frontier,2023-12-01,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$119
"Spirit Airlines, Frontier",2023-12-01,24h 40mDFW-LGA,1 stop,8:20 pm – 10:00 pm+1,Economy,$65
Spirit Airlines,2023-12-01,3h 13mDFW-LGA,nonstop,5:52 am – 10:05 am,Economy,$126
Delta,2023-12-01,3h 31mDFW-LGA,nonstop,7:00 pm – 11:31 pm,Basic Economy,$139
United Airlines,2023-12-01,3h 28mDFW-EWR,nonstop,7:24 pm – 11:52 pm,Basic Economy,$139
United Airlines,2023-12-01,3h 24mDFW-EWR,nonstop,12:47 pm – 5:11 pm,Basic Economy,$139
Spirit Airlines,2023-12-01,3h 21mDFW-EWR,nonstop,5:30 am – 9:51 am,Economy,$149
American Airlines,2023-12-01,3h 27mDFW-LGA,nonstop,7:18 pm – 11:45 pm,Basic Economy,$159
Delta,2023-12-01,3h 24mDFW-LGA,nonstop,5:05 pm – 9:29 pm,Basic Economy,$159
American Airlines,2023-12-01,3h 21mDFW-LGA,nonstop,6:00 pm – 10:21 pm,Basic Economy,$159
American Airlines,2023-12-01,3h 20mDFW-LGA,nonstop,4:38 pm – 8:58 pm,Basic Economy,$159
American Airlines,2023-12-01,3h 19mDFW-LGA,nonstop,1:40 pm – 5:59 pm,Basic Economy,$159
Delta,2023-12-01,3h 30mDFW-LGA,nonstop,12:59 pm – 5:29 pm,Basic Economy,$189
Delta,2023-12-01,3h 25mDFW-LGA,nonstop,3:35 pm – 8:00 pm,Basic Economy,$189
Delta,2023-12-01,3h 23mDFW-LGA,nonstop,6:00 am – 10:23 am,Basic Economy,$189
Delta,2023-12-01,3h 29mDFW-JFK,nonstop,12:30 pm – 4:59 pm,Basic Economy,$199
Delta,2023-12-11,3h 29mDFW-LGA,nonstop,7:00 pm – 11:29 pm,Basic Economy,$109
Frontier,2023-12-11,6h 54mDFW-LGA,1 stop,9:35 am – 5:29 pm,Economy,$181
Frontier,2023-12-11,3h 19mDFW-LGA,nonstop,5:41 pm – 10:00 pm,Economy,$62
